Rotation,Torque
5.8672,0.0037
5.9672,0.0038
6.0675,0.0038
6.1676,0.0038
6.2677,0.0039
6.3677,0.0039
6.4678,0.004
6.5682,0.004
6.6684,0.004
6.7684,0.0041
6.8685,0.0041
6.9688,0.0041
7.0688,0.0042
7.1691,0.0042
7.2693,0.0042
7.3694,0.0043
7.4698,0.0043
7.5702,0.0044
7.6703,0.0044
7.7704,0.0045
7.8707,0.0045
7.9711,0.0046
8.0714,0.0046
8.1717,0.0047
8.272,0.0046
8.3723,0.0047
8.4725,0.0048
8.5729,0.0048
8.6729,0.0049
8.7734,0.005
8.8738,0.005
8.9738,0.005
9.0741,0.0051
9.1746,0.0052
9.2748,0.0052
9.3751,0.0053
9.4755,0.0053
9.5759,0.0053
9.6762,0.0054
9.7765,0.0054
9.8765,0.0055
9.9769,0.0055
10.077,0.0056
10.1772,0.0056
10.2774,0.0056
10.3777,0.0056
10.4781,0.0057
10.5785,0.0057
10.6789,0.0058
10.7791,0.0059
10.8794,0.0059
10.9796,0.0058
11.0798,0.0059
11.1801,0.0059
11.2803,0.006
11.3806,0.0061
11.4811,0.0061
11.5812,0.0062
11.6814,0.0062
11.7819,0.0063
11.8824,0.0063
11.9824,0.0064
12.0828,0.0064
12.1833,0.0063
12.2837,0.0063
12.3841,0.0064
12.4841,0.0064
12.5843,0.0062
12.6847,0.0064
12.7848,0.0064
12.8853,0.0065
12.9854,0.0065
13.0857,0.0065
13.1858,0.0066
13.2858,0.0066
13.3859,0.0067
13.4859,0.0068
13.5861,0.0069
13.6866,0.007
13.787,0.0071
13.8873,0.007
13.9877,0.0071
14.0881,0.0072
14.1881,0.0073
14.2885,0.0073
14.3886,0.0073
14.4891,0.0074
14.5895,0.0075
14.6895,0.0075
14.7897,0.0076
14.8901,0.0077
14.9905,0.0078
15.0905,0.0078
15.1909,0.0078
15.2912,0.0079
15.3914,0.008
15.4917,0.008
15.5922,0.0081
15.6923,0.0081
15.7926,0.0082
15.8928,0.0082
15.9931,0.0082
16.0934,0.0083
16.1935,0.0083
16.2936,0.0084
16.394,0.0084
16.4941,0.0084
16.5944,0.0085
16.6945,0.0086
16.7945,0.0087
16.8946,0.0088
16.995,0.0088
17.0956,0.0089
17.1957,0.009
17.2961,0.0091
17.3962,0.0092
17.4963,0.0092
17.5966,0.0093
17.697,0.0094
17.7973,0.0095
17.8975,0.0095
17.9979,0.0096
18.0982,0.0096
18.1985,0.0096
18.2989,0.0097
18.3993,0.0099
18.4998,0.01
18.6002,0.0101
18.7005,0.0102
18.8008,0.0103
18.901,0.0103
19.0013,0.0103
19.1016,0.0096
19.2018,0.01
19.3021,0.0102
19.4025,0.0104
19.5027,0.0105
19.603,0.0106
19.7033,0.0107
19.8033,0.0107
19.9036,0.0109
20.0034,0.0109
20.0034,0.0109
